user_id,movie_id,rating,timestamp,title,year
154,462,0.6,879138831,Like Water For Chocolate (Como agua para chocolate) (1992),1992.0
158,510,0.6,880134296,"Magnificent Seven, The (1954)",1954.0
684,158,0.6,878760372,Weekend at Bernie's (1989),1989.0
244,732,0.2,880604148,Dave (1993),1993.0
121,792,0.6,891388250,Bullets Over Broadway (1994),1994.0
847,417,0.4,878941588,"Parent Trap, The (1961)",1961.0
343,66,0.6,876406421,While You Were Sleeping (1995),1995.0
825,982,1.0,881184695,Maximum Risk (1996),1996.0
207,60,0.6,877845845,Three Colors: Blue (1993),1993.0
416,538,0.8,885114408,Anastasia (1997),1997.0
236,429,0.2,890118632,"Day the Earth Stood Still, The (1951)",1951.0
262,1,0.6,879962366,Toy Story (1995),1995.0
409,1073,0.8,881107750,Shallow Grave (1994),1994.0
847,172,0.8,878939803,"Empire Strikes Back, The (1980)",1980.0
7,197,0.8,891351082,"Graduate, The (1967)",1967.0
2,14,0.8,888551853,"Postino, Il (1994)",1994.0
629,709,0.6,880117062,Strictly Ballroom (1992),1992.0
382,235,1.0,875946830,Mars Attacks! (1996),1996.0
121,292,0.8,891388960,Rosewood (1997),1997.0
312,653,1.0,891698365,Touch of Evil (1958),1958.0
429,1074,0.6,882387163,Reality Bites (1994),1994.0
928,878,1.0,880936022,That Darn Cat! (1997),1997.0
615,194,1.0,879449164,"Sting, The (1973)",1973.0
721,699,0.6,877147080,Little Women (1994),1994.0
742,7,0.6,881335492,Twelve Monkeys (1995),1995.0
223,118,0.4,891549945,Twister (1996),1996.0
17,269,0.8,885165619,"Full Monty, The (1997)",1997.0
346,53,0.2,875263501,Natural Born Killers (1994),1994.0
389,40,0.6,880088825,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995.0
450,1220,1.0,882398084,Higher Learning (1995),1995.0
13,890,0.2,883670672,Mortal Kombat: Annihilation (1997),1997.0
780,313,1.0,891362901,Titanic (1997),1997.0
287,941,0.6,875335424,With Honors (1994),1994.0
627,655,0.8,879530536,Stand by Me (1986),1986.0
354,558,0.8,891217082,Heavenly Creatures (1994),1994.0
322,591,0.6,887313984,Primal Fear (1996),1996.0
924,31,0.6,885458168,Crimson Tide (1995),1995.0
719,285,0.8,877917156,Secrets & Lies (1996),1996.0
653,197,0.6,878854332,"Graduate, The (1967)",1967.0
60,205,0.8,883326426,Patton (1970),1970.0
560,123,0.4,879976542,"Frighteners, The (1996)",1996.0
2,242,1.0,888552084,Kolya (1996),1996.0
664,229,0.6,876526631,Star Trek III: The Search for Spock (1984),1984.0
618,202,0.4,891307714,Groundhog Day (1993),1993.0
907,697,1.0,880159982,"Basketball Diaries, The (1995)",1995.0
216,15,0.6,881428365,Mr. Holland's Opus (1995),1995.0
657,1,0.6,884239123,Toy Story (1995),1995.0
328,519,1.0,885046420,"Treasure of the Sierra Madre, The (1948)",1948.0
901,135,0.8,877131961,2001: A Space Odyssey (1968),1968.0
396,274,0.8,884646263,Sabrina (1995),1995.0
495,831,0.2,888637325,Escape from L.A. (1996),1996.0
144,762,0.6,888104940,Beautiful Girls (1996),1996.0
518,288,0.6,876822581,Scream (1996),1996.0
251,288,0.8,886271541,Scream (1996),1996.0
922,29,0.6,891450805,Batman Forever (1995),1995.0
213,627,0.8,878955680,Robin Hood: Prince of Thieves (1991),1991.0
634,760,0.6,879787621,Screamers (1995),1995.0
655,269,0.6,888474807,"Full Monty, The (1997)",1997.0
406,9,1.0,879445735,Dead Man Walking (1995),1995.0
896,239,0.8,887158165,Sneakers (1992),1992.0
264,209,1.0,886123415,This Is Spinal Tap (1984),1984.0
303,23,1.0,879467936,Taxi Driver (1976),1976.0
639,517,0.4,891239492,Manhattan (1979),1979.0
315,46,0.8,879799526,Exotica (1994),1994.0
57,8,0.8,883698292,Babe (1995),1995.0
580,147,0.6,884125658,"Long Kiss Goodnight, The (1996)",1996.0
393,550,0.6,887746482,Die Hard: With a Vengeance (1995),1995.0
908,288,0.8,879722097,Scream (1996),1996.0
287,50,1.0,875334271,Star Wars (1977),1977.0
280,71,0.8,891700818,"Lion King, The (1994)",1994.0
347,249,1.0,881652683,Austin Powers: International Man of Mystery (1997),1997.0
194,294,0.8,879520305,Liar Liar (1997),1997.0
495,186,1.0,888633277,"Blues Brothers, The (1980)",1980.0
174,781,0.8,886513788,French Kiss (1995),1995.0
910,742,0.8,880822031,Ransom (1996),1996.0
171,269,0.8,891034835,"Full Monty, The (1997)",1997.0
648,685,1.0,882211924,Executive Decision (1996),1996.0
548,1405,0.6,891415572,Boy's Life 2 (1997),1997.0
64,190,0.8,889737851,Henry V (1989),1989.0
298,866,0.6,884183930,Michael (1996),1996.0
330,470,1.0,876546267,Tombstone (1993),1993.0
110,684,0.8,886988480,In the Line of Fire (1993),1993.0
537,276,0.8,886029806,Leaving Las Vegas (1995),1995.0
201,95,0.6,884114015,Aladdin (1992),1992.0
757,195,0.8,888445802,"Terminator, The (1984)",1984.0
401,435,1.0,891033250,Butch Cassidy and the Sundance Kid (1969),1969.0
393,541,0.6,889555384,Mortal Kombat (1995),1995.0
807,748,0.8,892527267,"Saint, The (1997)",1997.0
447,204,0.8,878856458,Back to the Future (1985),1985.0
263,162,1.0,891299630,On Golden Pond (1981),1981.0
223,1009,0.2,891549475,Stealing Beauty (1996),1996.0
802,197,0.6,875985347,"Graduate, The (1967)",1967.0
235,705,1.0,889655204,Singin' in the Rain (1952),1952.0
222,770,0.6,878181592,Devil in a Blue Dress (1995),1995.0
432,181,1.0,889416118,Return of the Jedi (1983),1983.0
363,24,0.6,891494754,Rumble in the Bronx (1995),1995.0
862,141,0.8,879305237,"20,000 Leagues Under the Sea (1954)",1954.0
160,135,0.8,876860807,2001: A Space Odyssey (1968),1968.0
280,678,0.4,891700124,Volcano (1997),1997.0
606,924,1.0,880921408,White Squall (1996),1996.0
279,727,0.6,890780864,Immortal Beloved (1994),1994.0
834,475,1.0,890862311,Trainspotting (1996),1996.0
334,151,0.8,891544925,Willy Wonka and the Chocolate Factory (1971),1971.0
313,73,1.0,891015012,Maverick (1994),1994.0
455,546,0.6,879110767,Broken Arrow (1996),1996.0
113,299,1.0,875076986,Hoodlum (1997),1997.0
311,183,1.0,884365519,Alien (1979),1979.0
762,421,0.8,878719594,William Shakespeare's Romeo and Juliet (1996),1996.0
510,299,0.6,887667681,Hoodlum (1997),1997.0
643,1028,0.6,891446404,Grumpier Old Men (1995),1995.0
234,236,0.6,892079336,Citizen Ruth (1996),1996.0
639,1065,0.2,891239030,Koyaanisqatsi (1983),1983.0
716,1047,0.6,879794200,Multiplicity (1996),1996.0
621,197,0.8,885596884,"Graduate, The (1967)",1967.0
224,43,0.6,888104456,Disclosure (1994),1994.0
878,662,0.2,880871600,Somewhere in Time (1980),1980.0
285,151,1.0,890595636,Willy Wonka and the Chocolate Factory (1971),1971.0
840,603,1.0,891204564,Rear Window (1954),1954.0
416,476,1.0,893213796,"First Wives Club, The (1996)",1996.0
222,81,0.2,878183565,"Hudsucker Proxy, The (1994)",1994.0
641,64,0.8,879370337,"Shawshank Redemption, The (1994)",1994.0
653,517,0.2,880150330,Manhattan (1979),1979.0
180,694,1.0,877128388,Persuasion (1995),1995.0
325,319,0.6,891477638,Everyone Says I Love You (1996),1996.0
311,471,0.8,884963254,Courage Under Fire (1996),1996.0
174,143,1.0,886515457,"Sound of Music, The (1965)",1965.0
437,82,0.6,880140192,Jurassic Park (1993),1993.0
722,147,0.6,891281158,"Long Kiss Goodnight, The (1996)",1996.0
749,280,0.8,878847835,Up Close and Personal (1996),1996.0
301,43,1.0,882078994,Disclosure (1994),1994.0
92,998,0.4,875907649,Cabin Boy (1994),1994.0
59,196,1.0,888205088,Dead Poets Society (1989),1989.0
398,172,1.0,875725927,"Empire Strikes Back, The (1980)",1980.0
528,250,0.6,886812886,"Fifth Element, The (1997)",1997.0
484,230,1.0,891195417,Star Trek IV: The Voyage Home (1986),1986.0
10,40,0.8,877892438,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995.0
754,595,0.4,879452073,"Fan, The (1996)",1996.0
684,38,0.6,878759635,"Net, The (1995)",1995.0
524,239,0.4,884636498,Sneakers (1992),1992.0
416,934,0.4,876698178,"Preacher's Wife, The (1996)",1996.0
393,8,0.6,887746145,Babe (1995),1995.0
794,515,1.0,891034755,"Boot, Das (1981)",1981.0
721,471,1.0,877138200,Courage Under Fire (1996),1996.0
49,98,0.8,888067307,"Silence of the Lambs, The (1991)",1991.0
446,306,0.6,879786691,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997.0
545,510,0.6,880347957,"Magnificent Seven, The (1954)",1954.0
29,189,0.8,882821942,"Grand Day Out, A (1992)",1992.0
528,181,1.0,886812857,Return of the Jedi (1983),1983.0
312,489,1.0,891699321,Notorious (1946),1946.0
257,113,0.8,879547534,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1995.0
70,83,0.8,884065895,Much Ado About Nothing (1993),1993.0
910,250,0.2,880821033,"Fifth Element, The (1997)",1997.0
5,378,0.2,875721167,Miracle on 34th Street (1994),1994.0
542,168,0.8,886532602,Monty Python and the Holy Grail (1974),1974.0
805,155,0.2,881696923,Dirty Dancing (1987),1987.0
334,302,1.0,891544177,L.A. Confidential (1997),1997.0
930,275,0.8,879534550,Sense and Sensibility (1995),1995.0
934,131,0.8,891191778,Breakfast at Tiffany's (1961),1961.0
268,71,0.6,875309486,"Lion King, The (1994)",1994.0
643,505,0.8,891447260,Dial M for Murder (1954),1954.0
38,758,0.2,892434626,Lawnmower Man 2: Beyond Cyberspace (1996),1996.0
85,284,0.6,879452866,Tin Cup (1996),1996.0
520,310,0.8,885168862,"Rainmaker, The (1997)",1997.0
450,280,0.8,882397940,Up Close and Personal (1996),1996.0
639,28,0.8,891239239,Apollo 13 (1995),1995.0
435,943,0.6,884131712,Killing Zoe (1994),1994.0
796,185,0.8,893194548,Psycho (1960),1960.0
672,220,0.4,879787729,"Mirror Has Two Faces, The (1996)",1996.0
655,515,0.8,887425458,"Boot, Das (1981)",1981.0
514,778,0.8,876067546,Don Juan DeMarco (1995),1995.0
44,168,1.0,878347504,Monty Python and the Holy Grail (1974),1974.0
450,1135,0.8,882396352,"Doors, The (1991)",1991.0
151,419,0.6,879524878,Mary Poppins (1964),1964.0
840,209,0.8,891204418,This Is Spinal Tap (1984),1984.0
424,840,0.8,880859693,Last Man Standing (1996),1996.0
45,7,0.6,881008080,Twelve Monkeys (1995),1995.0
169,483,0.6,891359200,Casablanca (1942),1942.0
201,289,0.4,884111064,Evita (1996),1996.0
491,124,1.0,891185170,Lone Star (1996),1996.0
551,223,0.8,892776650,Sling Blade (1996),1996.0
44,432,1.0,878347569,Fantasia (1940),1940.0
209,898,0.6,883460304,"Postman, The (1997)",1997.0
467,181,0.6,879532420,Return of the Jedi (1983),1983.0
749,202,1.0,878847461,Groundhog Day (1993),1993.0
693,528,0.2,875484613,"Killing Fields, The (1984)",1984.0
747,517,1.0,888734012,Manhattan (1979),1979.0
892,708,0.8,886607879,"Sex, Lies, and Videotape (1989)",1989.0
109,403,1.0,880581719,Batman (1989),1989.0
593,568,0.8,886193361,Speed (1994),1994.0
59,739,0.8,888206485,Pretty Woman (1990),1990.0
409,1524,0.8,881107666,Kaspar Hauser (1993),1993.0
307,28,0.6,877119480,Apollo 13 (1995),1995.0
847,448,0.8,878940013,"Omen, The (1976)",1976.0
498,11,0.6,881956576,Seven (Se7en) (1995),1995.0
6,180,0.8,883601311,Apocalypse Now (1979),1979.0
581,813,1.0,879641603,"Celluloid Closet, The (1995)",1995.0
479,197,0.8,879461102,"Graduate, The (1967)",1967.0
250,123,0.6,878089837,"Frighteners, The (1996)",1996.0
606,1110,0.4,880927358,Tank Girl (1995),1995.0
184,480,0.8,889908571,North by Northwest (1959),1959.0
747,14,0.6,888734152,"Postino, Il (1994)",1994.0
537,530,0.8,886030768,"Man Who Would Be King, The (1975)",1975.0
627,184,0.8,879531248,Army of Darkness (1993),1993.0
354,131,0.6,891217811,Breakfast at Tiffany's (1961),1961.0
133,286,0.4,890588524,"English Patient, The (1996)",1996.0
257,1260,0.4,880496892,Total Eclipse (1995),1995.0
181,826,0.2,878963304,"Phantom, The (1996)",1996.0
277,93,0.8,879543972,Welcome to the Dollhouse (1995),1995.0
496,419,0.4,876066874,Mary Poppins (1964),1964.0
223,22,1.0,891550649,Braveheart (1995),1995.0
13,121,1.0,882397503,Independence Day (ID4) (1996),1996.0
181,717,0.2,878963418,"Juror, The (1996)",1996.0
830,523,0.8,891898661,Cool Hand Luke (1967),1967.0
709,959,0.8,879846169,Dazed and Confused (1993),1993.0
840,405,0.8,891203585,Mission: Impossible (1996),1996.0
676,114,1.0,892686606,Wallace & Gromit: The Best of Aardman Animation (1996),1996.0
830,172,1.0,891561606,"Empire Strikes Back, The (1980)",1980.0
381,566,0.4,892696512,Clear and Present Danger (1994),1994.0
488,748,0.8,891293606,"Saint, The (1997)",1997.0
865,1240,1.0,880235099,Ghost in the Shell (Kokaku kidotai) (1995),1995.0
504,372,0.8,887839195,Jeffrey (1995),1995.0
115,596,0.2,881170663,"Hunchback of Notre Dame, The (1996)",1996.0
703,300,0.8,875242077,Air Force One (1997),1997.0
930,16,0.2,879534925,French Twist (Gazon maudit) (1995),1995.0
545,1028,0.8,879900731,Grumpier Old Men (1995),1995.0
830,97,0.8,892502984,Dances with Wolves (1990),1990.0
524,277,0.6,884322379,Restoration (1995),1995.0
222,252,0.4,877563934,"Lost World: Jurassic Park, The (1997)",1997.0
18,699,1.0,880130802,Little Women (1994),1994.0
345,1247,0.4,884993996,Bad Girls (1994),1994.0
381,118,0.2,892697051,Twister (1996),1996.0
934,965,0.8,891192914,Funny Face (1957),1957.0
253,125,0.6,891628033,Phenomenon (1996),1996.0
88,690,0.8,891037708,Seven Years in Tibet (1997),1997.0
361,770,0.6,879441352,Devil in a Blue Dress (1995),1995.0
329,194,0.6,891656429,"Sting, The (1973)",1973.0
593,744,0.6,886193049,Michael Collins (1996),1996.0
895,328,0.8,879437748,Conspiracy Theory (1997),1997.0
184,285,1.0,889907771,Secrets & Lies (1996),1996.0
931,355,0.4,891036148,Sphere (1998),1998.0
270,230,0.6,876955868,Star Trek IV: The Voyage Home (1986),1986.0
886,1119,0.8,876032553,Some Kind of Wonderful (1987),1987.0
805,428,1.0,881704337,Harold and Maude (1971),1971.0
299,1132,0.2,877880196,Feeling Minnesota (1996),1996.0
614,100,1.0,879464119,Fargo (1996),1996.0
664,73,0.4,878090764,Maverick (1994),1994.0
416,693,0.6,878879976,Casino (1995),1995.0
576,294,0.6,886960098,Liar Liar (1997),1997.0
328,566,1.0,885047374,Clear and Present Danger (1994),1994.0
181,148,0.4,878963204,"Ghost and the Darkness, The (1996)",1996.0
248,64,1.0,884534735,"Shawshank Redemption, The (1994)",1994.0
828,1646,0.8,893186124,Men With Guns (1997),1997.0
152,596,0.4,880148941,"Hunchback of Notre Dame, The (1996)",1996.0
415,531,1.0,879439684,Shine (1996),1996.0
823,356,0.6,878439467,"Client, The (1994)",1994.0
940,66,0.8,885922016,While You Were Sleeping (1995),1995.0
850,659,0.8,883194709,Arsenic and Old Lace (1944),1944.0
625,692,0.6,892000518,"American President, The (1995)",1995.0
43,189,1.0,875981220,"Grand Day Out, A (1992)",1992.0
614,7,0.4,879464215,Twelve Monkeys (1995),1995.0
144,72,0.8,888105338,"Mask, The (1994)",1994.0
733,933,0.2,879535752,"Funeral, The (1996)",1996.0
882,194,0.6,879879668,"Sting, The (1973)",1973.0
503,526,0.6,880472188,Ben-Hur (1959),1959.0
619,550,1.0,885954134,Die Hard: With a Vengeance (1995),1995.0
514,558,0.8,875318114,Heavenly Creatures (1994),1994.0
521,684,0.6,884478807,In the Line of Fire (1993),1993.0
848,186,1.0,887039271,"Blues Brothers, The (1980)",1980.0
621,121,0.6,880227385,Independence Day (ID4) (1996),1996.0
314,42,1.0,877888610,Clerks (1994),1994.0
198,172,0.8,884207206,"Empire Strikes Back, The (1980)",1980.0
161,197,0.6,891171734,"Graduate, The (1967)",1967.0
92,559,0.6,875660304,Interview with the Vampire (1994),1994.0
881,286,0.4,876961961,"English Patient, The (1996)",1996.0
653,76,0.6,880150702,Carlito's Way (1993),1993.0
918,487,0.8,891987446,Roman Holiday (1953),1953.0
927,154,0.6,879184534,Monty Python's Life of Brian (1979),1979.0
234,466,0.8,892334368,Red Rock West (1992),1992.0
406,845,0.6,879540051,That Thing You Do! (1996),1996.0
13,862,0.6,882399074,Jingle All the Way (1996),1996.0
39,269,0.8,891400188,"Full Monty, The (1997)",1997.0
446,270,0.8,879786892,Gattaca (1997),1997.0
97,202,1.0,884239449,Groundhog Day (1993),1993.0
833,183,1.0,875123026,Alien (1979),1979.0
655,64,0.8,887426931,"Shawshank Redemption, The (1994)",1994.0
545,944,0.8,879900731,Renaissance Man (1994),1994.0
330,94,0.8,876547426,Home Alone (1990),1990.0
151,171,1.0,879524921,Delicatessen (1991),1991.0
269,602,0.8,891449346,"American in Paris, An (1951)",1951.0
868,679,0.6,877109748,Conan the Barbarian (1981),1981.0
468,170,0.8,875301056,Cinema Paradiso (1988),1988.0
92,68,0.6,875653699,"Crow, The (1994)",1994.0
733,924,0.8,879536523,White Squall (1996),1996.0
432,546,0.6,889416657,Broken Arrow (1996),1996.0
144,699,0.8,888106106,Little Women (1994),1994.0
913,234,0.8,880825443,Jaws (1975),1975.0
906,283,0.8,879435524,Emma (1996),1996.0
506,70,0.8,874874055,Four Weddings and a Funeral (1994),1994.0
537,269,0.6,886028446,"Full Monty, The (1997)",1997.0
352,129,1.0,884290428,Bound (1996),1996.0
181,225,0.6,878963038,101 Dalmatians (1996),1996.0
308,661,0.8,887736532,High Noon (1952),1952.0
301,172,1.0,882076403,"Empire Strikes Back, The (1980)",1980.0
447,508,0.6,878854195,"People vs. Larry Flynt, The (1996)",1996.0
566,405,1.0,881650943,Mission: Impossible (1996),1996.0
429,197,0.8,882384772,"Graduate, The (1967)",1967.0
303,559,0.8,879467670,Interview with the Vampire (1994),1994.0
23,116,1.0,874784466,Cold Comfort Farm (1995),1995.0
311,496,1.0,884364593,It's a Wonderful Life (1946),1946.0
307,511,1.0,879282952,Lawrence of Arabia (1962),1962.0
890,675,1.0,882404541,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",1922.0
264,26,0.8,886123727,"Brothers McMullen, The (1995)",1995.0
421,525,0.8,892241422,"Big Sleep, The (1946)",1946.0
311,726,0.6,884366035,Fluke (1995),1995.0
379,712,0.6,880741832,Tin Men (1987),1987.0
59,227,0.6,888206015,Star Trek VI: The Undiscovered Country (1991),1991.0
52,527,1.0,882922927,Gandhi (1982),1982.0
278,258,0.6,891295099,Contact (1997),1997.0
72,479,0.8,880037881,Vertigo (1958),1958.0
271,697,0.8,885848863,"Basketball Diaries, The (1995)",1995.0
666,147,0.6,880313661,"Long Kiss Goodnight, The (1996)",1996.0
717,303,0.8,884641644,Ulee's Gold (1997),1997.0
738,63,0.6,875351905,"Santa Clause, The (1994)",1994.0
119,282,1.0,874775136,"Time to Kill, A (1996)",1996.0
643,194,0.8,891446652,"Sting, The (1973)",1973.0
488,468,1.0,891295023,Rudy (1993),1993.0
342,188,0.6,875318936,Full Metal Jacket (1987),1987.0
500,82,0.8,883874290,Jurassic Park (1993),1993.0
919,794,0.8,875373521,It Could Happen to You (1994),1994.0
848,88,0.8,887048260,Sleepless in Seattle (1993),1993.0
181,696,0.4,878962997,City Hall (1996),1996.0
515,900,0.8,887658975,Kundun (1997),1997.0
836,880,0.8,885753506,Soul Food (1997),1997.0
826,684,0.6,885690600,In the Line of Fire (1993),1993.0
863,876,0.4,889289457,Money Talks (1997),1997.0
276,1044,0.6,877934374,"Paper, The (1994)",1994.0
312,641,1.0,891698300,Paths of Glory (1957),1957.0
497,684,0.6,879310792,In the Line of Fire (1993),1993.0
145,590,0.2,882182802,Hellraiser: Bloodline (1996),1996.0
65,582,0.6,879216702,"Piano, The (1993)",1993.0
555,748,0.8,879962096,"Saint, The (1997)",1997.0
664,191,0.6,876523833,Amadeus (1984),1984.0
236,510,0.6,890118543,"Magnificent Seven, The (1954)",1954.0
210,230,0.6,887736323,Star Trek IV: The Voyage Home (1986),1986.0
659,1021,1.0,891331825,8 1/2 (1963),1963.0
316,83,0.8,880853992,Much Ado About Nothing (1993),1993.0
100,346,0.6,891375630,Jackie Brown (1997),1997.0
682,719,0.4,888521982,Canadian Bacon (1994),1994.0
83,508,0.4,887665655,"People vs. Larry Flynt, The (1996)",1996.0
254,1263,0.2,886474426,Foxfire (1996),1996.0
299,1050,0.8,878192721,"Ghost and Mrs. Muir, The (1947)",1947.0
95,216,1.0,880573287,When Harry Met Sally... (1989),1989.0
532,929,0.6,874791786,Harriet the Spy (1996),1996.0
269,132,1.0,891449145,"Wizard of Oz, The (1939)",1939.0
897,603,1.0,879991666,Rear Window (1954),1954.0
901,13,0.2,877129839,Mighty Aphrodite (1995),1995.0
8,89,0.8,879362124,Blade Runner (1982),1982.0
218,410,0.6,881288574,Kingpin (1996),1996.0
292,228,1.0,881105211,Star Trek: The Wrath of Khan (1982),1982.0
247,258,1.0,893097024,Contact (1997),1997.0
487,88,0.8,884024901,Sleepless in Seattle (1993),1993.0
630,100,0.6,885666592,Fargo (1996),1996.0
614,25,0.2,879464376,"Birdcage, The (1996)",1996.0
666,213,0.8,880139120,"Room with a View, A (1986)",1986.0
312,921,1.0,891699295,Farewell My Concubine (1993),1993.0
806,170,1.0,882387520,Cinema Paradiso (1988),1988.0
852,250,0.8,891036414,"Fifth Element, The (1997)",1997.0
283,455,0.8,879297707,Jackie Chan's First Strike (1996),1996.0
881,89,0.8,876537577,Blade Runner (1982),1982.0
420,547,0.8,891357104,"Young Poisoner's Handbook, The (1995)",1995.0
874,521,1.0,888633311,"Deer Hunter, The (1978)",1978.0
7,379,0.8,891353325,Tales From the Crypt Presents: Demon Knight (1995),1995.0
488,385,0.8,891294014,True Lies (1994),1994.0
352,56,1.0,884289760,Pulp Fiction (1994),1994.0
1,270,1.0,888732827,Gattaca (1997),1997.0
577,28,1.0,880472077,Apollo 13 (1995),1995.0
896,86,0.2,887159926,"Remains of the Day, The (1993)",1993.0
214,168,0.6,891544222,Monty Python and the Holy Grail (1974),1974.0
291,294,1.0,874834481,Liar Liar (1997),1997.0
305,268,0.6,886307860,Chasing Amy (1997),1997.0
215,70,0.6,891436232,Four Weddings and a Funeral (1994),1994.0
776,145,0.4,892920381,"Lawnmower Man, The (1992)",1992.0
455,135,1.0,879111248,2001: A Space Odyssey (1968),1968.0
622,168,0.8,882592041,Monty Python and the Holy Grail (1974),1974.0
458,193,0.8,886396460,"Right Stuff, The (1983)",1983.0
194,633,0.6,879521254,"Christmas Carol, A (1938)",1938.0
92,977,0.4,886443494,"Substitute, The (1996)",1996.0
639,210,0.6,891240136,Indiana Jones and the Last Crusade (1989),1989.0
554,86,0.8,876369678,"Remains of the Day, The (1993)",1993.0
883,512,1.0,891693058,Wings of Desire (1987),1987.0
23,432,0.8,884550048,Fantasia (1940),1940.0
677,845,0.6,889399327,That Thing You Do! (1996),1996.0
586,928,0.6,884065665,"Craft, The (1996)",1996.0
405,1220,0.6,885546202,Higher Learning (1995),1995.0
880,87,0.8,880241913,Searching for Bobby Fischer (1993),1993.0
276,408,1.0,874786467,"Close Shave, A (1995)",1995.0
647,748,0.8,876532501,"Saint, The (1997)",1997.0
886,803,0.4,876033015,Heaven & Earth (1993),1993.0
405,1042,0.2,885548671,Just Cause (1995),1995.0
36,682,0.2,882157386,I Know What You Did Last Summer (1997),1997.0
409,83,0.6,881108971,Much Ado About Nothing (1993),1993.0
198,498,0.6,884207492,"African Queen, The (1951)",1951.0
291,783,0.4,875087432,Milk Money (1994),1994.0
269,239,0.4,891448386,Sneakers (1992),1992.0
574,1062,1.0,891279122,Four Days in September (1997),1997.0
782,683,0.2,891498213,Rocket Man (1997),1997.0
380,154,0.6,885478624,Monty Python's Life of Brian (1979),1979.0
722,151,1.0,891281020,Willy Wonka and the Chocolate Factory (1971),1971.0
621,80,0.8,874963126,Hot Shots! Part Deux (1993),1993.0
146,315,1.0,891458193,Apt Pupil (1998),1998.0
201,221,0.6,884111397,Breaking the Waves (1996),1996.0
77,192,0.6,884752900,Raging Bull (1980),1980.0
